Time,0-load-0-15.p_mw,0-load-1-17.p_mw,0-load-10-35.p_mw,0-load-11-37.p_mw,0-load-12-40.p_mw,0-load-13-44.p_mw,0-load-14-45.p_mw,0-load-15-47.p_mw,0-load-16-48.p_mw,0-load-17-49.p_mw,0-load-18-50.p_mw,0-load-19-52.p_mw,0-load-2-19.p_mw,0-load-20-53.p_mw,0-load-21-56.p_mw,0-load-22-57.p_mw,0-load-23-59.p_mw,0-load-24-60.p_mw,0-load-25-61.p_mw,0-load-26-62.p_mw,0-load-27-63.p_mw,0-load-28-65.p_mw,0-load-29-67.p_mw,0-load-3-20.p_mw,0-load-30-69.p_mw,0-load-31-70.p_mw,0-load-32-71.p_mw,0-load-33-73.p_mw,0-load-34-74.p_mw,0-load-35-75.p_mw,0-load-36-76.p_mw,0-load-37-77.p_mw,0-load-38-78.p_mw,0-load-39-80.p_mw,0-load-4-24.p_mw,0-load-5-25.p_mw,0-load-6-28.p_mw,0-load-7-30.p_mw,0-load-8-32.p_mw,0-load-9-33.p_mw
2017-01-01 21:00:00,0.0206,0.153,1.94,1.94,2.39,0.41,0.673,0.0912,0.185,0.444,1.65,0.583,1.34,1.68,0.107,0.787,0.122,0.122,0.118,0.103,1.65,1.42,1.29,2.13,0.00686,0.403,1.87,0.183,0.109,0.109,0.109,0.109,0.109,0.0503,1.18,2.23,1.95,2.13,0.00564,2.74
2017-01-01 21:15:00,0.0197,0.147,1.86,1.86,2.29,0.399,0.646,0.0875,0.178,0.426,1.58,0.56,1.28,1.61,0.102,0.756,0.119,0.117,0.115,0.1,1.58,1.36,1.24,2.04,0.00658,0.387,1.8,0.175,0.106,0.106,0.106,0.106,0.106,0.0483,1.13,2.14,1.88,2.04,0.00552,2.63
2017-01-01 21:30:00,0.0191,0.142,1.8,1.8,2.22,0.394,0.627,0.0847,0.172,0.413,1.53,0.542,1.24,1.56,0.099,0.733,0.118,0.113,0.113,0.0991,1.53,1.32,1.2,1.98,0.00637,0.374,1.74,0.17,0.105,0.105,0.105,0.105,0.105,0.0469,1.1,2.07,1.82,1.98,0.00533,2.55
2017-01-01 21:45:00,0.0186,0.139,1.76,1.76,2.17,0.392,0.611,0.0823,0.167,0.401,1.49,0.526,1.21,1.52,0.0962,0.714,0.117,0.11,0.113,0.0986,1.49,1.29,1.17,1.93,0.00618,0.364,1.7,0.165,0.104,0.104,0.104,0.104,0.104,0.0457,1.06,2.02,1.77,1.93,0.00512,2.49
2017-01-01 22:00:00,0.018,0.135,1.71,1.71,2.1,0.39,0.593,0.0797,0.162,0.388,1.45,0.51,1.17,1.48,0.0932,0.694,0.117,0.106,0.112,0.0982,1.45,1.25,1.14,1.88,0.00599,0.352,1.65,0.16,0.104,0.104,0.104,0.104,0.104,0.0443,1.03,1.96,1.72,1.88,0.00498,2.42
2017-01-01 22:15:00,0.0173,0.13,1.64,1.64,2.02,0.387,0.57,0.0767,0.156,0.374,1.39,0.49,1.13,1.42,0.0896,0.667,0.115,0.102,0.111,0.0973,1.39,1.2,1.09,1.8,0.00576,0.339,1.59,0.154,0.103,0.103,0.103,0.103,0.103,0.0426,0.991,1.89,1.66,1.8,0.00492,2.32
2017-01-01 22:30:00,0.0166,0.123,1.56,1.56,1.92,0.381,0.542,0.0734,0.149,0.358,1.32,0.469,1.08,1.35,0.0858,0.634,0.114,0.098,0.11,0.0959,1.32,1.14,1.04,1.71,0.00552,0.325,1.51,0.147,0.102,0.102,0.102,0.102,0.102,0.0405,0.949,1.79,1.57,1.71,0.00494,2.21
2017-01-01 22:45:00,0.0159,0.116,1.47,1.47,1.81,0.375,0.51,0.0704,0.143,0.343,1.25,0.45,1.03,1.27,0.0823,0.596,0.112,0.0939,0.108,0.0943,1.25,1.08,0.978,1.61,0.00529,0.311,1.42,0.141,0.0999,0.0999,0.0999,0.0999,0.0999,0.0381,0.91,1.69,1.48,1.61,0.00498,2.08
2017-01-01 23:00:00,0.0154,0.108,1.37,1.37,1.69,0.368,0.475,0.0682,0.138,0.332,1.16,0.436,1.0,1.18,0.0797,0.556,0.11,0.091,0.106,0.0925,1.16,1.0,0.911,1.5,0.00512,0.301,1.32,0.137,0.098,0.098,0.098,0.098,0.098,0.0355,0.881,1.57,1.38,1.5,0.00498,1.94
2017-01-01 23:15:00,0.0151,0.0999,1.26,1.26,1.56,0.361,0.439,0.0669,0.136,0.326,1.07,0.428,0.982,1.1,0.0782,0.514,0.108,0.0893,0.104,0.0908,1.07,0.927,0.843,1.39,0.00503,0.296,1.22,0.134,0.0961,0.0961,0.0961,0.0961,0.0961,0.0329,0.865,1.45,1.28,1.39,0.00492,1.79
2017-01-01 23:30:00,0.015,0.0918,1.16,1.16,1.43,0.355,0.404,0.0665,0.135,0.324,0.987,0.425,0.977,1.01,0.0778,0.472,0.106,0.0888,0.102,0.0893,0.987,0.852,0.774,1.28,0.005,0.294,1.12,0.133,0.0946,0.0946,0.0946,0.0946,0.0946,0.0302,0.86,1.34,1.17,1.28,0.00484,1.65
2017-01-01 23:45:00,0.015,0.0838,1.06,1.06,1.31,0.352,0.369,0.0666,0.135,0.325,0.901,0.426,0.978,0.919,0.0779,0.431,0.105,0.0889,0.101,0.0886,0.901,0.778,0.707,1.17,0.00501,0.295,1.03,0.134,0.0938,0.0938,0.0938,0.0938,0.0938,0.0276,0.862,1.22,1.07,1.17,0.00473,1.5
