Time,0-sgen-0-16.p_mw,0-sgen-1-17.p_mw,0-sgen-10-35.p_mw,0-sgen-11-37.p_mw,0-sgen-12-39.p_mw,0-sgen-13-40.p_mw,0-sgen-14-43.p_mw,0-sgen-15-45.p_mw,0-sgen-16-50.p_mw,0-sgen-17-53.p_mw,0-sgen-18-55.p_mw,0-sgen-19-57.p_mw,0-sgen-2-20.p_mw,0-sgen-20-63.p_mw,0-sgen-21-65.p_mw,0-sgen-22-67.p_mw,0-sgen-23-71.p_mw,0-sgen-24-80.p_mw,0-sgen-3-22.p_mw,0-sgen-4-23.p_mw,0-sgen-5-25.p_mw,0-sgen-6-28.p_mw,0-sgen-7-30.p_mw,0-sgen-8-32.p_mw,0-sgen-9-33.p_mw
1483288200000,4.687901486838207,0.0,0.0,0.0,4.687901486838207,0.0,9.375802973676414,0.0,0.0,0.0,8.255172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.687901486838207,4.687901486838207,0.0,0.0,0.0,3.938981,0.0
1483289100000,4.676621658068399,0.0,0.0,0.0,4.676621658068399,0.0,9.353243316136798,0.0,0.0,0.0,8.455862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.676621658068399,4.676621658068399,0.0,0.0,0.0,3.80415,0.0
1483290000000,4.736697707231978,0.0,0.0,0.0,4.736697707231978,0.0,9.473395414463956,0.0,0.0,0.0,8.556897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736697707231978,4.736697707231978,0.0,0.0,0.0,3.588501,0.0
1483290900000,4.795096396699222,0.0,0.0,0.0,4.795096396699222,0.0,9.590192793398444,0.0,0.0,0.0,8.691379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.795096396699222,4.795096396699222,0.0,0.0,0.0,3.511038,0.0
1483291800000,4.798686942900683,0.0,0.0,0.0,4.798686942900683,0.0,9.597373885801366,0.0,0.0,0.0,8.025862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.798686942900683,4.798686942900683,0.0,0.0,0.0,3.230666,0.0
1483292700000,4.793774437968249,0.0,0.0,0.0,4.793774437968249,0.0,9.587548875936498,0.0,0.0,0.0,8.025862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.793774437968249,4.793774437968249,0.0,0.0,0.0,3.09843,0.0
1483293600000,4.806286544851602,0.0,0.0,0.0,4.806286544851602,0.0,9.612573089703204,0.0,0.0,0.0,8.834483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.806286544851602,4.806286544851602,0.0,0.0,0.0,2.843381,0.0
1483294500000,4.814543804663658,0.0,0.0,0.0,4.814543804663658,0.0,9.629087609327316,0.0,0.0,0.0,7.868966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.814543804663658,4.814543804663658,0.0,0.0,0.0,2.654635,0.0
1483295400000,4.862057924378647,0.0,0.0,0.0,4.862057924378647,0.0,9.724115848757291,0.0,0.0,0.0,8.315517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.862057924378647,4.862057924378647,0.0,0.0,0.0,2.348283,0.0
1483296300000,4.899232201054644,0.0,0.0,0.0,4.899232201054644,0.0,9.798464402109287,0.0,0.0,0.0,7.760345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.899232201054644,4.899232201054644,0.0,0.0,0.0,2.296342,0.0
1483297200000,4.952123836310951,0.0,0.0,0.0,4.952123836310951,0.0,9.904247672621905,0.0,0.0,0.0,8.454517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.952123836310951,4.952123836310951,0.0,0.0,0.0,2.187411,0.0
1483298100000,4.887434217606365,0.0,0.0,0.0,4.887434217606365,0.0,9.77486843521273,0.0,0.0,0.0,8.356897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.887434217606365,4.887434217606365,0.0,0.0,0.0,2.042832,0.0
1483299000000,4.933716059207808,0.0,0.0,0.0,4.933716059207808,0.0,9.867432118415616,0.0,0.0,0.0,7.651724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.933716059207808,4.933716059207808,0.0,0.0,0.0,1.986466,0.0
1483299900000,4.918141525314513,0.0,0.0,0.0,4.918141525314513,0.0,9.836283050629026,0.0,0.0,0.0,8.243103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.918141525314513,4.918141525314513,0.0,0.0,0.0,1.876203,0.0
1483300800000,4.902128552847128,0.0,0.0,0.0,4.902128552847128,0.0,9.804257105694257,0.0,0.0,0.0,8.505172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.902128552847128,4.902128552847128,0.0,0.0,0.0,1.667716,0.0
1483301700000,4.89848486257608,0.0,0.0,0.0,4.89848486257608,0.0,9.79696972515216,0.0,0.0,0.0,8.582759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89848486257608,4.89848486257608,0.0,0.0,0.0,1.332939,0.0
1483302600000,4.888653209702513,0.0,0.0,0.0,4.888653209702513,0.0,9.777306419405026,0.0,0.0,0.0,7.808621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888653209702513,4.888653209702513,0.0,0.0,0.0,1.134765,0.0
1483303500000,4.915510893869964,0.0,0.0,0.0,4.915510893869964,0.0,9.831021787739928,0.0,0.0,0.0,8.762069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.915510893869964,4.915510893869964,0.0,0.0,0.0,0.774723,0.0
1483304400000,5.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,8.774138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.556145,0.0
1483305300000,4.957119378852115,0.0,0.0,0.0,4.957119378852115,0.0,9.91423875770423,0.0,0.0,0.0,8.556897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.957119378852115,4.957119378852115,0.0,0.0,0.0,0.348288,0.0
1483306200000,4.886308227631993,0.0,0.0,0.0,4.886308227631993,0.0,9.772616455263986,0.0,0.0,0.0,5.708621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.886308227631993,4.886308227631993,0.0,0.0,0.0,0.181231,0.0
1483307100000,4.87072705073,0.0,0.0,0.0,4.87072705073,0.0,9.74145410146,0.0,0.0,0.0,7.506897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87072705073,4.87072705073,0.0,0.0,0.0,0.0,0.0
1483308000000,4.821014095135856,0.0,0.0,0.0,4.821014095135856,0.0,9.642028190271713,0.0,0.0,0.0,6.637931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.821014095135856,4.821014095135856,0.0,0.0,0.0,0.0,0.0
1483308900000,4.798583976265859,0.0,0.0,0.0,4.798583976265859,0.0,9.597167952531718,0.0,0.0,0.0,7.760345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.798583976265859,4.798583976265859,0.0,0.0,0.0,0.0,0.0
1483309800000,4.755723284144068,0.0,0.0,0.0,4.755723284144068,0.0,9.511446568288136,0.0,0.0,0.0,6.987931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.755723284144068,4.755723284144068,0.0,0.0,0.0,0.0,0.0
1483310700000,4.751309004864011,0.0,0.0,0.0,4.751309004864011,0.0,9.502618009728025,0.0,0.0,0.0,7.868966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.751309004864011,4.751309004864011,0.0,0.0,0.0,0.0,0.0
